,Códigodo fundo,Setor,Preço Atual,Liquidez Diária,Dividendo,DividendYield,DY (3M)Média,DY (6M)Média,DY (12M)Média,DY Ano,Variação Preço,Rentab.Período,Rentab.Acumulada,PatrimônioLíq.,VPA,P/VPA,VacânciaFísica,QuantidadeAtivos
119,KNSC11,Títulos e Val. Mob.,101.57,0.23138420939299673,0.13986013986013984,0.5853658536585366,0.4,0.5574712643678161,0.0,0.6138613861386139,0.7054340622929092,0.6944356120826709,0.8292869432230929,0.06463882283618122,0.02461705872228915,0.7346938775510204,0.06617647058823531,0.0
120,LASC11,Shoppings,94.76,0.0002336566347030499,0.033566433566433566,0.15853658536585366,0.14666666666666667,0.26436781609195403,0.22875816993464052,0.25123762376237624,0.6418157720344599,0.610174880763116,0.6457656279870005,0.06691759513342597,0.026793397698188417,0.5918367346938775,0.0428921568627451,0.046875
122,LGCP11,Logística,93.4,0.009717367102062134,0.07552447552447553,0.3475609756097561,0.2622222222222222,0.2988505747126437,0.3333333333333333,0.34158415841584155,0.617296222664016,0.5971383147853736,0.6851462435480786,0.0694524706884457,0.02552756788567558,0.6122448979591837,0.0,0.078125
123,LUGG11,Residencial,95.0,0.0009437895440946722,0.07552447552447553,0.3475609756097561,0.24000000000000002,0.28735632183908044,0.3071895424836601,0.3180693069306931,0.639165009940358,0.617806041335453,0.6746320015293442,0.024804548400119978,0.02847006701125367,0.5408163265306123,0.033088235294117654,0.0625
124,LVBI11,Logística,105.29,0.1132089302649483,0.07832167832167833,0.3231707317073171,0.2222222222222222,0.25862068965517243,0.29411764705882354,0.2339108910891089,0.449635520212061,0.43370429252782194,0.5522844580386159,0.3370540375038651,0.028706022129814178,0.6224489795918368,0.012254901960784315,0.125
125,MALL11,Shoppings,97.69,0.07733576458406828,0.06293706293706293,0.2804878048780488,0.2,0.2988505747126437,0.2875816993464052,0.3118811881188119,0.5414181577203446,0.5201907790143083,0.6165169183712483,0.20505856870659492,0.027145942404743533,0.6020408163265306,0.03676470588235294,0.109375
127,MBRF11,Outros,875.1,0.00026114565055046756,1.0,0.5,0.3733333333333333,0.0,0.0,0.4900990099009901,0.9937044400265077,0.9688394276629569,0.5524756260753202,0.029347627162484794,0.3147474725042888,0.4387755102040816,0.0,0.03125
128,MCCI11,Títulos e Val. Mob.,102.4,0.13015590853488126,0.09790209790209789,0.42073170731707316,0.3022222222222222,0.3735632183908046,0.40522875816993464,0.33663366336633666,0.6259111994698476,0.6085850556438791,0.7556872490919518,0.22963913584276915,0.02563582964595628,0.7040816326530612,0.06617647058823531,0.0
129,MFAI11,Híbrido,98.7,0.0028771836586963793,0.12447552447552447,0.5426829268292683,0.40444444444444444,0.4540229885057471,0.0,0.48886138613861385,0.5603048376408217,0.5516693163751987,0.4976103995411966,0.006725257717701195,0.024644818148002155,0.7040816326530612,0.06617647058823531,0.0
130,MFII11,Híbrido,113.9,0.036858188748745815,0.12727272727272726,0.48170731707317077,0.3466666666666667,0.4425287356321839,0.5098039215686274,0.47896039603960394,0.47382372432074227,0.46486486486486484,0.5278149493404702,0.12277844109318155,0.031171059133128655,0.6326530612244898,0.06617647058823531,0.140625
131,MGCR11,Títulos e Val. Mob.,99.3,0.00399507030315803,0.12587412587412586,0.5487804878048781,0.40444444444444444,0.4655172413793104,0.0,0.42945544554455445,0.5805168986083499,0.5713831478537361,0.8722997514815521,0.034381462245573174,0.02449769319172325,0.7142857142857143,0.06617647058823531,0.0
132,MGFF11,Títulos e Val. Mob.,83.0,0.12997722993187305,0.0839160839160839,0.4268292682926829,0.3244444444444444,0.4022988505747126,0.41830065359477125,0.36386138613861385,0.5705765407554673,0.5558028616852146,0.7495698719174154,0.20203267833525246,0.02200489676269577,0.6326530612244898,0.06617647058823531,0.0
133,MGHT11,Hotel,98.37,9.621155546596172e-05,0.07132867132867132,0.3170731707317073,0.26666666666666666,0.3505747126436782,0.39215686274509803,0.3032178217821782,0.6832339297548046,0.6588235294117647,0.7468935194035558,0.026982447401281796,0.02639643791049251,0.6326530612244898,0.06617647058823531,0.0
134,MORE11,Títulos e Val. Mob.,87.96,0.025436502664143785,0.08671328671328671,0.42073170731707316,0.26666666666666666,0.37931034482758624,0.43790849673202614,0.2797029702970297,0.38170974155069587,0.37297297297297294,0.388835786656471,0.05935597485133432,0.025777402717092588,0.5510204081632653,0.06617647058823531,0.0
137,NCHB11,Títulos e Val. Mob.,94.86,0.02657729682181162,0.09090909090909091,0.4024390243902439,0.3377777777777778,0.5574712643678161,0.36601307189542487,0.4282178217821782,0.4907223326706429,0.47758346581875993,0.657044542152552,0.03418502751152515,0.02399247164374663,0.6938775510204082,0.06617647058823531,0.0
138,NEWL11,Híbrido,105.5,0.007816043505949081,0.12587412587412586,0.5182926829268293,0.38222222222222224,0.4942528735632184,0.5032679738562091,0.5297029702970297,0.6663353214049039,0.653100158982512,0.8040527623781304,0.04008702584840412,0.02873655749809848,0.6326530612244898,0.0,0.015625
139,NEWU11,Lajes Corporativas,36.48,0.000403172232428792,0.0,0.0,0.0,0.05172413793103448,0.9084967320261437,0.07549504950495049,0.5049701789264415,0.47090620031796504,0.1187153507933473,0.011466623878198213,0.01575902597727058,0.23469387755102042,0.7830882352941176,0.046875
140,NSLU11,Hospital,244.1,0.0039584182820281396,0.2517482517482517,0.43902439024390244,0.3111111111111111,0.37931034482758624,0.5098039215686274,0.33910891089108913,0.4847581179589132,0.473449920508744,0.6042821640221755,0.06261332558364323,0.05721772827963735,0.826530612244898,0.0,0.015625
141,NVHO11,Hospital,14.02,0.0013881953002945907,0.009790209790209791,0.29878048780487804,0.20888888888888887,0.3103448275862069,0.33986928104575165,0.2685643564356436,0.5062955599734924,0.48712241653418126,0.1320971133626457,0.13271686202385352,0.0015212165290724464,0.8061224489795918,0.06617647058823531,0.015625
143,ONEF11,Lajes Corporativas,140.65,0.0073670562471079264,0.08951048951048951,0.2804878048780488,0.2,0.0,0.0,0.275990099009901,0.6673293571901922,0.6413354531001589,0.6801758745937678,0.03721943256729834,0.04264680572288321,0.5510204081632653,0.0,0.015625
145,OUFF11,Títulos e Val. Mob.,83.0,0.018935350416229516,0.09790209790209789,0.5060975609756098,0.35111111111111115,0.4597701149425288,0.45751633986928103,0.37623762376237624,0.6332007952286283,0.6203497615262321,0.7147772892372395,0.04136697878018357,0.0229015262132257,0.6020408163265306,0.06617647058823531,0.0
146,OUJP11,Títulos e Val. Mob.,101.5,0.03133747806605611,0.09090909090909091,0.3902439024390244,0.27555555555555555,0.41379310344827586,0.40522875816993464,0.40222772277227725,0.5344599072233268,0.5186009538950715,0.6790288663735422,0.08658664444206125,0.02676563827247542,0.6530612244897959,0.06617647058823531,0.0
147,OULG11,Outros,69.67,0.009025560203235456,0.06993006993006992,0.45121951219512196,0.31555555555555553,0.40804597701149425,0.4509803921568627,0.34282178217821785,0.4204771371769384,0.4117647058823529,0.5364175109921621,0.05967841162388829,0.02410628528916994,0.40816326530612246,0.0,0.03125
148,OURE11,Títulos e Val. Mob.,88.13,0.0059055569045535555,0.10769230769230768,0.5365853658536586,0.35555555555555557,0.48275862068965514,0.49019607843137253,0.37623762376237624,0.48740888005301525,0.4807631160572337,0.623590135729306,0.02075224466195717,0.02576074706166479,0.5510204081632653,0.06617647058823531,0.0
150,PATC11,Lajes Corporativas,67.76,0.03333959472027636,0.044755244755244755,0.2865853658536585,0.20444444444444446,0.23563218390804597,0.24183006535947713,0.25742574257425743,0.5788601722995362,0.5564387917329093,0.3846300898489772,0.07766565293156848,0.022171453316973778,0.4489795918367347,0.20833333333333334,0.09375
151,PATL11,Híbrido,88.06,0.12518955967178116,0.07972027972027972,0.38414634146341464,0.27555555555555555,0.3505747126436782,0.0,0.3787128712871287,0.5321404903909875,0.5166931637519873,0.7056012234754349,0.12449697974211746,0.02487799732399136,0.5816326530612245,0.0857843137254902,0.03125
152,PLCR11,Híbrido,93.55,0.030086727844998603,0.13286713286713286,0.6158536585365854,0.39555555555555555,0.5057471264367817,0.45751633986928103,0.5470297029702971,0.5381047051027171,0.5338632750397456,0.7914356719556489,0.052716280977065426,0.02517502317912047,0.6326530612244898,0.06617647058823531,0.0
153,PLOG11,Logística,94.32,0.00039859072978755573,0.0951048951048951,0.43902439024390244,0.0,0.0,0.0,0.1745049504950495,0.5387673956262427,0.5255961844197138,0.6916459567960237,0.017789641328714956,0.02456709175600575,0.6632653061224489,0.0,0.015625
154,PLRI11,Títulos e Val. Mob.,45.84,0.0004856392799710449,0.032167832167832165,0.31097560975609756,0.19555555555555557,0.3045977011494253,0.3464052287581699,0.32054455445544555,0.6686547382372432,0.6441971383147853,0.7359969413114127,0.012823925489969005,0.013343955940239507,0.5,0.06617647058823531,0.0
155,PORD11,Títulos e Val. Mob.,101.68,0.025821348886007633,0.13986013986013984,0.5914634146341463,0.39555555555555555,0.5,0.5490196078431372,0.5272277227722773,0.6229290921139828,0.6146263910969794,0.7969795450200725,0.05122509991331105,0.026238209183928402,0.673469387755102,0.06617647058823531,0.0
156,PQAG11,Logística,63.39,0.00034361269809272043,0.050349650349650346,0.34146341463414637,0.24444444444444446,0.2988505747126437,0.0,0.327970297029703,0.5543406229290921,0.5357710651828299,0.586503536608679,0.19711237201112153,0.013182951271104103,0.8469387755102041,0.0,0.015625
157,PQDP11,Shoppings,2853.0,6.872253961854409e-05,0.2629370629370629,0.042682926829268296,0.08,0.15517241379310345,0.0,0.13242574257425743,0.6146454605699139,0.5783783783783784,0.7566430892754731,0.22308282285846592,1.0,0.45918367346938777,0.05147058823529412,0.015625
158,PRSV11,Lajes Corporativas,142.0,0.00020616761885563226,0.22657342657342658,0.25609756097560976,0.22666666666666668,0.27586206896551724,0.32679738562091504,0.551980198019802,0.8144466534128563,0.7818759936406996,0.5081246415599311,0.011209941379678411,0.06392162958932705,0.2653061224489796,0.5012254901960784,0.03125
159,PVBI11,Lajes Corporativas,95.3,0.12539114578799554,0.07552447552447553,0.3475609756097561,0.23555555555555557,0.2988505747126437,0.0,0.2623762376237624,0.5821736249171637,0.562798092209857,0.7113362645765627,0.24302556939946585,0.02485856572599226,0.6632653061224489,0.0,0.046875
160,QAGR11,Outros,53.74,0.07817876107005575,0.05314685314685314,0.4329268292682927,0.3244444444444444,0.38505747126436785,0.35294117647058826,0.3774752475247525,0.5719019218025183,0.5573926868044515,0.7549225769451346,0.07587170103547056,0.014326639610479738,0.5918367346938775,0.06617647058823531,0.1875
161,QIFF11,Títulos e Val. Mob.,101.18,2.2907513206181364e-05,0.1020979020979021,0.4268292682926829,0.31555555555555553,0.4310344827586207,0.0,0.4443069306930693,0.6355202120609675,0.6184419713831479,0.8747849359587077,0.003035442539544214,0.02551646411539038,0.6938775510204082,0.06617647058823531,0.0
164,RBCO11,Lajes Corporativas,57.5,0.009776926636398207,0.05454545454545454,0.4085365853658537,0.27555555555555555,0.3620689655172414,0.3790849673202614,0.3935643564356436,0.5198807157057654,0.5058823529411764,0.17281590518065376,0.09906558879555218,0.026293728035354402,0.23469387755102042,0.3921568627450981,0.0625
165,RBDS11,Residencial,20.85,0.00014660808451956073,0.0,0.0,0.0,0.0,0.0,0.0,0.6388336646785951,0.5993640699523053,0.723188682852227,0.0,0.005005024456054053,0.5102040816326531,0.06617647058823531,0.0
166,RBED11,Outros,146.63,0.003944673774104431,0.14405594405594405,0.4268292682926829,0.31555555555555553,0.396551724137931,0.42483660130718953,0.42945544554455445,0.7564612326043738,0.7351351351351351,0.7075129038424774,0.07825287250227306,0.039826448070442326,0.6530612244897959,0.0,0.078125
167,RBFF11,Títulos e Val. Mob.,68.0,0.030943468838909787,0.06993006993006992,0.4451219512195122,0.3288888888888889,0.396551724137931,0.4640522875816993,0.4183168316831683,0.6931742876076873,0.6750397456279809,0.630089848977251,0.07052657543847546,0.018407275190290864,0.6020408163265306,0.06617647058823531,0.0
168,RBGS11,Shoppings,37.93,0.005841415867576248,0.002797202797202797,0.036585365853658534,0.04,0.0,0.0,0.2376237623762376,0.559973492379059,0.5255961844197138,0.5822978398011852,0.024782016837283125,0.023431731244344015,0.08163265306122448,0.1409313725490196,0.015625
170,RBIV11,Títulos e Val. Mob.,83.48,0.013872789997663434,0.09790209790209789,0.5121951219512195,0.3644444444444444,0.4597701149425288,0.4509803921568627,0.5148514851485149,0.5069582504970179,0.4985691573926868,0.8159051806537947,0.025976948191237026,0.026002254065367894,0.5,0.06617647058823531,0.0
173,RBRF11,Títulos e Val. Mob.,89.16,0.2146342357366369,0.0839160839160839,0.39634146341463417,0.2888888888888889,0.4022988505747126,0.43137254901960786,0.3155940594059406,0.5828363154406891,0.5659777424483307,0.6264576562798699,0.3264236107540184,0.023612167511478523,0.6428571428571429,0.06617647058823531,0.0
174,RBRL11,Logística,106.7,0.48458095286091935,0.08951048951048951,0.3597560975609756,0.2577777777777778,0.3390804597701149,0.39215686274509803,0.28465346534653463,0.6915175612988734,0.6689984101748808,0.7858917988912253,0.1570879894942031,0.027839928047568553,0.673469387755102,0.0,0.109375
175,RBRP11,Outros,85.5,0.12179924771726632,0.04195804195804195,0.20121951219512196,0.21333333333333332,0.3045977011494253,0.35947712418300654,0.24504950495049505,0.606361829025845,0.5786963434022258,0.6184285987382908,0.2756356835816025,0.022310250445538783,0.6530612244897959,0.12254901960784315,0.234375
176,RBRR11,Títulos e Val. Mob.,99.9,0.1019430152701483,0.1020979020979021,0.4268292682926829,0.3022222222222222,0.367816091954023,0.3790849673202614,0.33044554455445546,0.7359178263750829,0.7157392686804451,0.9124450391894474,0.19684670028788573,0.025702452267667486,0.673469387755102,0.06617647058823531,0.0
177,RBRS11,Híbrido,74.8,0.005497803169483527,0.055944055944055944,0.32926829268292684,0.23111111111111113,0.0,0.0,0.3032178217821782,0.6242544731610338,0.6022257551669317,0.38138023322500475,0.025491376987201924,0.02496405154370166,0.4387755102040816,0.06617647058823531,0.0
178,RBRY11,Títulos e Val. Mob.,104.49,0.027576064397601126,0.09790209790209789,0.4085365853658537,0.3022222222222222,0.41954022988505746,0.43790849673202614,0.34034653465346537,0.5994035785288271,0.5825119236883942,0.7310265723571018,0.09136752412002826,0.027046008472176725,0.673469387755102,0.06617647058823531,0.0
180,RBVO11,Outros,12.14,0.003775158176378689,0.002797202797202797,0.10975609756097561,0.05333333333333333,0.15517241379310345,0.24836601307189543,0.043316831683168314,0.21968190854870778,0.2019077901430843,0.3305295354616708,0.002221868587256799,0.004380437377511534,0.20408163265306123,0.06617647058823531,0.0
181,RCRB11,Lajes Corporativas,151.98,0.027136240144042444,0.11188811188811189,0.31097560975609756,0.22666666666666668,0.28735632183908044,0.3464052287581699,0.3094059405940594,0.6795891318754143,0.6550079491255961,0.6622060791435672,0.1881057144253879,0.052712373486417316,0.4387755102040816,0.1715686274509804,0.15625
182,RDPD11,Títulos e Val. Mob.,84.0,0.0066844123535637215,0.05734265734265734,0.29878048780487804,0.2533333333333333,0.3045977011494253,0.3137254901960784,0.3056930693069307,0.47912524850894633,0.460731319554849,0.7587459376792199,0.02693083529294622,0.02555810325395988,0.5204081632653061,0.06617647058823531,0.0
183,RECR11,Títulos e Val. Mob.,101.55,0.44231200949287347,0.15384615384615385,0.6097560975609756,0.41333333333333333,0.6436781609195403,0.673202614379085,0.5037128712871287,0.6666666666666667,0.65818759936407,0.7665838271840948,0.3518402395340841,0.024522676674864952,0.7448979591836735,0.06617647058823531,0.0
184,RECT11,Híbrido,81.74,0.09033806907989682,0.0839160839160839,0.4634146341463415,0.3333333333333333,0.4310344827586207,0.49673202614379086,0.3725247524752475,0.29787939032471844,0.2937996820349762,0.43586312368571967,0.1977319234526158,0.02399247164374663,0.5510204081632653,0.38480392156862747,0.125
185,RECX11,Outros,100.0,0.00024281963998552244,0.12587412587412586,0.5853658536585366,0.14222222222222222,0.09195402298850575,0.05228758169934641,0.1188118811881188,0.4400265076209411,0.4372019077901431,0.6256929841330529,0.004015429546837801,0.024128492829740337,0.7448979591836735,0.06617647058823531,0.0
186,RELG11,Híbrido,97.07,0.007742739463689301,0.09790209790209789,0.42073170731707316,0.3422222222222222,0.0,0.0,0.36633663366336633,0.7021206096752817,0.6823529411764706,0.8524182756643088,0.02748631969105295,0.02490020486456176,0.673469387755102,0.18995098039215688,0.046875
187,RFOF11,Títulos e Val. Mob.,82.21,0.010725297683134113,0.08811188811188811,0.46951219512195125,0.3333333333333333,0.4310344827586207,0.41830065359477125,0.45544554455445546,0.5188866799204771,0.5077901430842607,0.617663926591474,0.025453686986044742,0.02409240557631344,0.5510204081632653,0.06617647058823531,0.0
188,RNDP11,Títulos e Val. Mob.,686.0,0.0,0.5790209790209789,0.35365853658536583,0.2577777777777778,0.3045977011494253,0.29411764705882354,0.3155940594059406,0.4615639496355203,0.4470588235294118,0.5914739055629898,0.025510475642326343,0.25951176722055974,0.3979591836734694,0.06617647058823531,0.0
189,RNGO11,Lajes Corporativas,62.0,0.023608483110290512,0.05174825174825175,0.3597560975609756,0.26666666666666666,0.3620689655172414,0.3986928104575163,0.37004950495049505,0.6713055003313453,0.6492845786963434,0.5773274708468744,0.06964462540588753,0.026188242217645003,0.2755102040816326,0.2965686274509804,0.046875
190,RRCI11,Títulos e Val. Mob.,86.04,0.010404592498247576,0.09790209790209789,0.48780487804878053,0.3422222222222222,0.0,0.0,0.37376237623762376,0.5135851557322731,0.5036565977742449,0.7589371057159242,0.011208230344368181,0.02473087236771246,0.5714285714285714,0.06617647058823531,0.0
191,RVBI11,Títulos e Val. Mob.,97.36,0.02075878846744155,0.10069930069930069,0.46951219512195125,0.3422222222222222,0.42528735632183906,0.43790849673202614,0.37623762376237624,0.6885354539430086,0.6718600953895072,0.7396291340087937,0.03446884822661958,0.02423953053259234,0.7040816326530612,0.06617647058823531,0.0
192,RZAK11,Títulos e Val. Mob.,94.55,0.023113680825036995,0.13986013986013984,0.6402439024390244,0.23111111111111113,0.0,0.0,0.1943069306930693,0.6043737574552684,0.5993640699523053,0.6675587841712866,0.07514624071538509,0.02509452084455277,0.6428571428571429,0.06617647058823531,0.0
193,RZTR11,Híbrido,101.2,0.17209040221011687,0.06993006993006992,0.29878048780487804,0.28444444444444444,0.41954022988505746,0.0,0.4319306930693069,0.47448641484426773,0.45659777424483305,0.6847639074746702,0.2789483692911045,0.025111176499980566,0.7142857142857143,0.06617647058823531,0.0
194,SADI11,Títulos e Val. Mob.,86.5,0.005736041306827813,0.039160839160839164,0.20121951219512196,0.12000000000000001,0.14942528735632185,0.16339869281045752,0.1608910891089109,0.5284956925115971,0.5036565977742449,0.9267826419422671,0.08231832391695201,0.025985598409940094,0.5306122448979592,0.06617647058823531,0.0
195,SARE11,Híbrido,100.8,0.013588736833906784,0.08951048951048951,0.38414634146341464,0.28444444444444444,0.3275862068965517,0.2679738562091503,0.38985148514851486,0.6438038436050364,0.6241653418124007,0.8998279487669661,0.13899777558756538,0.02595228709908449,0.673469387755102,0.0,0.046875
196,SCPF11,Shoppings,9.12,0.0016905744746161847,0.0,0.024390243902439025,0.10222222222222223,0.16666666666666666,0.16339869281045752,0.08415841584158416,0.6829025844930418,0.6429252782193959,0.5484610973045306,0.012980107789082,0.001593391035926249,0.3877551020408163,0.32843137254901966,0.015625
197,SDIL11,Logística,94.75,0.046016612528577125,0.0839160839160839,0.38414634146341464,0.2711111111111111,0.3448275862068965,0.36601307189542487,0.3712871287128713,0.48807157057654077,0.4740858505564388,0.5977824507742305,0.1709634857807535,0.026751758559618918,0.5918367346938775,0.10171568627450982,0.078125
198,SEQR11,Outros,80.49,0.021281079768542488,0.09370629370629371,0.4573170731707317,0.0,0.0,0.0,0.18316831683168316,0.5639496355202122,0.5507154213036566,0.7078952399158861,0.039407312865733894,0.02705156035731933,0.4387755102040816,0.06617647058823531,0.0
199,SHPH11,Shoppings,828.5,0.0004718947720473361,0.22797202797202795,0.12195121951219513,0.1511111111111111,0.21839080459770116,0.16993464052287582,0.12747524752475248,0.5559973492379059,0.5259141494435613,0.7122921047600841,0.12954986312140962,0.22654744918637124,0.6836734693877551,0.1519607843137255,0.015625
203,TEPP11,Lajes Corporativas,78.0,0.026339058684467332,0.06293706293706293,0.3475609756097561,0.24000000000000002,0.3103448275862069,0.35947712418300654,0.33292079207920794,0.45162359178263756,0.4368839427662957,0.5346969986618237,0.10316773910652097,0.024369999833443446,0.4897959183673469,0.2450980392156863,0.0625
204,TGAR11,Outros,137.13,0.11135800319788884,0.1622377622377622,0.5121951219512195,0.4,0.5114942528735632,0.5620915032679739,0.5358910891089109,0.6056991385023195,0.5939586645468998,0.7392467979353852,0.2461465631244276,0.03370827064329693,0.7448979591836735,0.06617647058823531,0.0
205,THRA11,Lajes Corporativas,137.99,0.0033628229386674243,0.023776223776223775,0.07317073170731707,0.08444444444444445,0.16666666666666666,0.24183006535947713,0.11014851485148515,0.7123923127899271,0.6740858505564388,0.8277575989294589,0.04283547165312593,0.029719241168338708,0.8877551020408163,0.2134803921568628,0.015625
206,TORD11,Outros,10.54,0.5344368646028524,0.013986013986013986,0.5792682926829268,0.3733333333333333,0.5919540229885057,0.6535947712418301,0.47648514851485146,0.2786613651424785,0.28076311605723375,0.5511374498183903,0.0720772280177179,0.00097713178509763,0.6836734693877551,0.06617647058823531,0.0
207,TRNT11,Lajes Corporativas,149.0,0.00014202658187832445,0.055944055944055944,0.17073170731707318,0.10222222222222223,0.14942528735632185,0.17647058823529413,0.12252475247524752,0.2912524850894633,0.27344992050874406,0.629325176830434,0.21147184041412914,0.05564932072685281,0.3877551020408163,0.625,0.015625
208,TRXF11,Outros,105.35,0.3148820950295278,0.09790209790209789,0.4024390243902439,0.29333333333333333,0.37931034482758624,0.40522875816993464,0.40222772277227725,0.5765407554671969,0.5602543720190779,0.7654368189638692,0.15386500700446656,0.027345810269877136,0.673469387755102,0.0,0.6875
209,URPR11,Outros,125.77,0.03155280869019421,0.2881118881118881,1.0,0.6977777777777778,0.9195402298850576,0.0,1.0,0.5235255135851558,0.5389507154213037,0.8266105907092333,0.04220309828779888,0.025738539521094388,0.9387755102040817,0.06617647058823531,0.0
210,VCJR11,Títulos e Val. Mob.,102.4,0.030169194892540857,0.11048951048951049,0.46951219512195125,0.30666666666666664,0.4425287356321839,0.4640522875816993,0.4282178217821782,0.6066931742876077,0.5930047694753577,0.7247180271458611,0.29821431946830423,0.02558863862224418,0.7040816326530612,0.06617647058823531,0.0
211,VGHF11,Títulos e Val. Mob.,9.56,0.34847825389771336,0.013986013986013986,0.6402439024390244,0.0,0.0,0.0,0.22896039603960397,0.48310139165009947,0.48171701112877585,0.6765436818963869,0.04089073273510759,0.0007911436328205243,0.6530612244897959,0.06617647058823531,0.0
212,VGIP11,Outros,106.83,0.1675592960979342,0.13006993006993006,0.5304878048780488,0.39555555555555555,0.603448275862069,0.6013071895424836,0.4566831683168317,0.6998011928429424,0.6858505564387917,0.6687057923915121,0.1327326100353549,0.02458929929657615,0.7959183673469388,0.06617647058823531,0.0
213,VGIR11,Títulos e Val. Mob.,91.63,0.028267871296427802,0.06993006993006992,0.32926829268292684,0.23111111111111113,0.2988505747126437,0.33986928104575165,0.25742574257425743,0.5752153744201458,0.5554848966613672,0.8430510418657999,0.11258894624928163,0.02494184400313126,0.6224489795918368,0.06617647058823531,0.0
214,VIFI11,Títulos e Val. Mob.,87.01,0.010367940477117685,0.0839160839160839,0.4085365853658537,0.3022222222222222,0.37931034482758624,0.43137254901960786,0.41089108910891087,0.6514247846255798,0.6330683624801271,0.6885872682087554,0.07247090954454516,0.025896768247658495,0.5408163265306123,0.06617647058823531,0.0
215,VILG11,Logística,116.1,0.19596003097095785,0.07972027972027972,0.29878048780487804,0.19111111111111112,0.26436781609195403,0.29411764705882354,0.28094059405940597,0.6139827700463883,0.5910969793322733,0.7027337029248709,0.4460034796469924,0.029880245837474114,0.6836734693877551,0.004901960784313726,0.21875
216,VINO11,Lajes Corporativas,60.3,0.12670603704603037,0.06293706293706293,0.4573170731707317,0.3288888888888889,0.41379310344827586,0.43790849673202614,0.45173267326732675,0.6030483764082175,0.5885532591414945,0.6838080672911488,0.19706336125228532,0.014748582881317352,0.673469387755102,0.045343137254901966,0.140625
217,VISC11,Shoppings,108.55,0.15035117217745075,0.048951048951048945,0.1951219512195122,0.10666666666666666,0.20689655172413793,0.19607843137254902,0.2103960396039604,0.5533465871438039,0.5271860095389507,0.627987000573504,0.4423847274039672,0.031229353927125954,0.5816326530612245,0.10416666666666667,0.234375
218,VLOL11,Lajes Corporativas,98.99,0.01360706284447173,0.05734265734265734,0.25,0.18666666666666665,0.23563218390804597,0.2745098039215686,0.25495049504950495,0.5106030483764082,0.4887122416534181,0.6874402599885299,0.04416000521025989,0.02498070719912946,0.6938775510204082,0.04901960784313726,0.015625
219,VOTS11,Títulos e Val. Mob.,82.97,1.832601056494509e-05,0.05734265734265734,0.29878048780487804,0.24000000000000002,0.28160919540229884,0.2875816993464052,0.2995049504950495,0.5424121935056329,0.5220985691573927,0.8063467788185815,0.020515303973696847,0.02558863862224418,0.5102040816326531,0.06617647058823531,0.0
220,VRTA11,Títulos e Val. Mob.,111.37,0.10997897090287673,0.14545454545454545,0.5670731707317074,0.3688888888888889,0.4597701149425288,0.47058823529411764,0.5012376237623762,0.545062955599735,0.5379968203497615,0.7432613267061746,0.2620830212394829,0.026143827136504198,0.7755102040816326,0.06617647058823531,0.0
221,VSHO11,Shoppings,77.14,0.0007971814595751115,0.048951048951048945,0.2865853658536585,0.1111111111111111,0.1149425287356322,0.0,0.125,0.6447978793903247,0.6200317965023847,0.5606958516536035,0.054291354701137974,0.026107739883077297,0.42857142857142855,0.08664215686274511,0.046875
222,VSLH11,Outros,10.33,1.0,0.023776223776223775,0.9329268292682927,0.0,0.0,0.0,0.3378712871287129,1.0,1.0,0.989868094054674,0.030404073066249527,0.0008633181396743264,0.7040816326530612,0.06617647058823531,0.0
223,VTLT11,Logística,108.7,0.006038420481149408,0.1048951048951049,0.42073170731707316,0.3022222222222222,0.37931034482758624,0.3856209150326797,0.41336633663366334,0.5791915175612989,0.563751987281399,0.6549416937488052,0.05540821477050245,0.02645750864706111,0.7346938775510204,0.0,0.015625
226,WPLZ11,Shoppings,66.69,0.0005085467931772263,0.013986013986013986,0.09146341463414634,0.022222222222222223,0.0,0.0,0.018564356435643563,0.5182239893969517,0.48807631160572335,0.656279870005735,0.02690311542940734,0.027070991955318428,0.30612244897959184,0.11519607843137256,0.015625
227,WTSP11B,Híbrido,45.5,0.0001191190686721431,0.023776223776223775,0.22560975609756098,0.13333333333333333,0.15517241379310345,0.18300653594771243,0.14232673267326731,0.4075546719681909,0.38823529411764707,0.5115656662206078,0.01976288093757608,0.020217189746778517,0.23469387755102042,0.06617647058823531,0.0
228,XPCI11,Outros,100.05,0.18673746615414924,0.13986013986013984,0.6097560975609756,0.4222222222222222,0.5114942528735632,0.5098039215686274,0.5631188118811881,0.6474486414844268,0.6394276629570748,0.8755496081055246,0.16539789628712717,0.025097296787124065,0.7040816326530612,0.06617647058823531,0.0
230,XPHT11,Hotel,87.9,1.3744507923708819e-05,0.04755244755244755,0.24390243902439027,0.15555555555555556,0.21264367816091953,0.0,0.12995049504950495,0.03346587143803849,0.02893481717011129,0.40030586885872677,0.0852916744119891,0.022240851881256282,0.6836734693877551,1.0,0.078125
231,XPIN11,Outros,105.07,0.04603035703650083,0.08951048951048951,0.36585365853658536,0.2533333333333333,0.3160919540229885,0.35294117647058826,0.2784653465346535,0.5178926441351889,0.5014308426073132,0.6310456891607723,0.18910275742863694,0.02885869897123568,0.6224489795918368,0.12132352941176472,0.078125
